0.998944 1.000000 0.998593 0.996130 0.180959 0.998452 0.050000 
0.996270 0.979663 0.994230 0.996270 0.865100 0.050000 0.050000 
0.991133 0.939622 0.952711 0.993948 0.050000 0.050000 0.050000 
0.991133 0.992048 0.861159 0.997185 0.050000 0.050000 0.050000 
0.998944 0.998944 0.964041 0.514515 0.924774 0.050000 0.050000 
0.815911 0.251119 0.826467 0.204674 0.824356 0.050000 0.050000 
0.939622 0.851800 0.145070 0.939974 0.050000 0.050000 0.050000 
0.671019 0.402274 0.499104 0.719222 0.050000 0.050000 0.050000 
0.593259 0.710004 0.076670 0.050000 0.050000 0.050000 0.050000 
0.996270 0.979241 1.000000 1.000000 0.670104 0.050000 0.050000 
0.815911 0.245067 0.938285 0.284474 0.959537 0.050000 0.050000 
0.851800 0.671019 0.267726 0.868267 0.050000 0.050000 0.050000 
0.979663 0.952711 0.979241 0.050000 0.050000 0.050000 0.050000 
0.593259 0.640970 0.050000 0.050000 0.050000 0.050000 0.050000 
0.134374 0.196511 0.050000 0.050000 0.050000 0.050000 0.050000 
0.134374 0.248163 0.050000 0.050000 0.050000 0.050000 0.050000 
0.245067 0.198130 0.050000 0.050000 0.050000 0.050000 0.050000 
1.000000 0.998944 0.998593 0.998452 0.923859 0.050000 0.050000 
0.251119 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.826467 0.996904 0.207559 0.992611 0.994370 0.050000 0.050000 
0.288907 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.964041 0.996904 0.992048 0.994230 0.050000 0.050000 0.050000 
0.145070 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.674748 0.648993 0.050000 0.050000 0.050000 0.050000 0.050000 
0.267726 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.994230 0.995567 0.995567 0.050000 0.050000 0.050000 0.050000 
0.402274 0.674748 0.676789 0.050000 0.050000 0.050000 0.050000 
0.998593 0.938285 0.998593 0.995285 0.997044 0.969741 0.050000 
0.996130 0.995285 0.994581 0.050000 0.050000 0.050000 0.050000 
0.992048 0.868267 0.969952 0.994370 0.050000 0.050000 0.050000 
1.000000 0.995567 0.969952 1.000000 0.050000 0.050000 0.050000 
0.180959 0.288907 0.050000 0.050000 0.050000 0.050000 0.050000 
0.207559 0.232541 0.050000 0.050000 0.050000 0.050000 0.050000 
0.196511 0.248163 0.198130 0.232541 0.050000 0.050000 0.050000 
0.996270 1.000000 0.995567 1.000000 0.050000 0.050000 0.050000 
0.405933 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.284474 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.514515 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.710004 0.640970 0.412126 0.050000 0.050000 0.050000 0.050000 
0.998452 0.499104 0.998452 0.997044 0.994581 0.050000 0.050000 
0.924774 0.923859 0.050000 0.050000 0.050000 0.050000 0.050000 
0.076670 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.412126 0.385174 0.050000 0.050000 0.050000 0.050000 0.050000 
0.648993 0.676789 0.050000 0.050000 0.050000 0.050000 0.050000 
0.204674 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.865100 0.861159 0.050000 0.050000 0.050000 0.050000 0.050000 
0.824356 0.992611 0.992048 0.989515 0.050000 0.050000 0.050000 
0.993948 0.997185 0.939974 0.994370 0.385174 0.050000 0.050000 
0.959537 0.994370 0.994230 0.969741 0.989515 0.050000 0.050000 
0.719222 0.670104 0.405933 0.050000 0.050000 0.050000 0.050000 
0.501074 0.458711 0.050000 0.050000 0.050000 0.050000 0.050000 
0.311637 0.913796 0.923719 0.846522 0.590515 0.050000 0.050000 
0.501074 0.784385 0.563422 0.786004 0.050000 0.050000 0.050000 
0.985574 0.981000 0.947926 0.976707 0.050000 0.050000 0.050000 
0.975652 0.905563 0.968967 0.887830 0.050000 0.050000 0.050000 
0.288626 0.256819 0.301996 0.050000 0.050000 0.050000 0.050000 
0.311637 0.211430 0.050000 0.050000 0.050000 0.050000 0.050000 
0.354633 0.624644 0.410507 0.050000 0.050000 0.050000 0.050000 
0.975652 0.975441 0.987544 0.899933 0.890222 0.050000 0.050000 
0.203337 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.354633 0.064074 0.381515 0.234863 0.050000 0.050000 0.050000 
0.597059 0.505296 0.608319 0.050000 0.050000 0.050000 0.050000 
0.119174 0.050000 0.050000 0.050000 0.050000 0.050000 0.050000 
0.794237 0.905000 0.940044 0.050000 0.050000 0.050000 0.050000 
0.158511 0.160552 0.050000 0.050000 0.050000 0.050000 0.050000 
0.913796 0.975441 0.912248 0.985644 0.050000 0.050000 0.050000 
0.288626 0.394674 0.050000 0.050000 0.050000 0.050000 0.050000 
0.931248 0.938778 0.904789 0.050000 0.050000 0.050000 0.050000 
0.116500 0.306641 0.107704 0.050000 0.050000 0.050000 0.050000 
0.985574 0.991204 0.956300 0.984941 0.357730 0.050000 0.050000 
0.160411 0.973541 0.971711 0.956581 0.050000 0.050000 0.050000 
0.695085 0.695859 0.470885 0.050000 0.050000 0.050000 0.050000 
0.116500 0.146970 0.678337 0.607193 0.630907 0.050000 0.050000 
0.794237 0.792126 0.050000 0.050000 0.050000 0.050000 0.050000 
0.905563 0.912248 0.923437 0.654059 0.050000 0.050000 0.050000 
0.923719 0.968967 0.987544 0.985644 0.923437 0.050000 0.050000 
0.458711 0.784385 0.887830 0.899933 0.903170 0.050000 0.050000 
0.563422 0.546111 0.155978 0.050000 0.050000 0.050000 0.050000 
0.256819 0.597059 0.905000 0.934767 0.827804 0.050000 0.050000 
0.158511 0.236200 0.050000 0.050000 0.050000 0.050000 0.050000 
0.981000 0.991204 0.957004 0.980789 0.050000 0.050000 0.050000 
0.947926 0.064074 0.956300 0.236200 0.957004 0.050000 0.050000 
0.160552 0.931248 0.695085 0.971289 0.938215 0.050000 0.050000 
